english,portugues
mumtaz,mãe
v.c.,vc
barra,barra
l.b.,Libra.
calla,calla
icecream,sorvete
spectra,espectros
jatin,jatina
narra,narrar
thermals,térmicas
garish,extravagante
palatial,palaciano
kuvira,kuvira
shinohara,Shinohara
sociological,sociológico
villiers,Villiers
lorazepam,lorazepam
mochou,mochou
retrovirus,retrovírus
pitchforks,forcados
taffeta,tafetá
bajorans,bajorianos
murali,mural
breathlessly,sem fôlego
hoorah,uau
antacid,antiácido
unwitting,involuntário
caveat,embargo
amoral,amoral
yaniv,Yaniv
defecate,defecar
stravinsky,Stravinsky
brutalized,brutalizado
consigned,consignado
pander,alcoviteiro
gdansk,gdansk
quicken,acelerar
uncaring,indiferente
coolly,friamente
down-tempo,ritmo lento
periphery,periferia
kure,kure
professed,professou
galya,galya
hangings,enforcamentos
tubular,tubular
green-eyed,olhos verdes
wc,Banheiro
shelia,shelia
v.o.,v.o.
loners,solitários
biden,Biden
dalmatian,dálmata
arsonists,incendiários
ingesting,ingerindo
snp,snp
tagore,tagore
neary,perto
co,co
lb,Libra
pyro,pirotécnico
attentively,atentamente
hittites,hititas
mcconaughey,McConaughey
alcazar,alcazar
hellsing,infernal
woon,uau
burcu,burco
incensed,indignado
goodfellow,bom amigo
schuster,Schuster
archdeacon,arquidiácono
aboutyou,sobre você
avalanches,avalanches
cheatin,trapacear
divas,divas
weird-looking,aparência estranha
tamarind,Tamarindo
hinkle,ganir
knocker,aldrava
dartmoor,Dartmoor
self-centred,egocêntrico
talky,falador
middlemen,intermediários
interlock,interligar
protracted,prolongado
carjacked,carro roubado
disregarding,desconsiderando
xl5,xl5
deliberating,deliberando
gazillion,zilhão
pom-poms,pompons
trilby,chapéu de feltro
double-parked,estacionado em fila dupla
revels,folia
ask-,perguntar-
amberson,Ambarson
shape-shifting,mudança de forma
wr,er
pappi,papai
piri,piri
mock-up,brincar
unjustified,injustificado
whiteness,brancura
daisaku,Daisaku
nibs,pontas
sir,senhor
insomniac,insone
hard-pressed,pressionado
instructs,instrui
benchmark,referência
medial,medial
churro,churro
am.,sou.
rectified,retificado
bormann,bormann
p.o.w.,Pancada.
to-night,essa noite
expended,gasto
multitudes,multidões
fallopian,falópio
cygnus,cisne
whoo-hoo-hoo-hoo,whoo-hoo-hoo-hoo
skateboards,skates
grand-daughter,neta
bitterman,homem amargo
countin,eu conto com
quarries,pedreiras
populate,povoar
tt,tt
vicksburg,Vicksburg
frescoes,afrescos
dreadlocks,dreadlocks
wingate,portão lateral
revved,acelerado
squirted,esguichou
alpaca,alpaca
hot-tempered,temperamental
earshot,alcance da voz
all-seeing,vendo tudo
crystallized,cristalizado
ermine,arminho
dato,dados
michèle,Michele
jurek,Jurek
westerly,de oeste
materialized,materializado
gauthier,gauthier
yoshiwara,Yoshiwara
worsley,pior
stoplight,luz de parada
point-,apontar-
guffaws,gargalhadas
deafness,surdez
zeuthen,Zeuthen
southerly,sul
mcenroe,mcenroe
seger,seger
peppa,Peppa
lanyard,cordão
showboat,showboat
fastidious,meticuloso
steamroller,rolo compressor
yuppies,yuppies
deficits,déficits
barneys,barneys
forums,fóruns
matzo,pão ázimo
miya,miya
lovelies,amores
reshape,remodelar
pistachios,pistachios
educators,educadores
mergers,fusões
answerphone,secretária eletrônica
prabhu,prabhu
locale,localidade
woodcutter,lenhador
remuneration,remuneração
snakebite,picada de cobra
lainie,Lainie
georgi,Geórgia
acrobatic,acrobático
shadwell,Shadwell
solicited,solicitado
superglue,supercola
neuroses,neuroses
rl,rl
siphoning,sifonando
woolworth,Woolworth
hernan,hernan
anti-government,antigovernamental
crudely,grosseiramente
cristobal,Cristobal
currencies,moedas
decapitate,decapitar
bagley,bagley
dweller,morador
een,mesmo
deen,deen
piao,piao
nagged,irritado
vaya,vaya
psychotropic,psicotrópico
repartee,réplica
short-tempered,temperamental
aurore,Aurora
bromley,bromo
pleiades,Plêiades
tuckered,dobrado
ender,final
expansive,expansivo
giri,giri
clapper,badalo
counter-attack,contra ataque
officiate,oficiar
matata,matata
dependents,dependentes
predicated,predicado
jabberwocky,tagarela
amamiya,amamiya
viscous,viscoso
pradhan,Pradhana
than-,que-
p1,p1
velez,velez
orjust,ou apenas
stabilised,estabilizado
moccasins,mocassins
impersonated,personificado
unos,nós
30-day,30 dias
effected,efetuado
pullover,estacionar
joon-ha,joon-ha
longmire,Longmire
jalapeño,Pimenta jalapeno
posthumously,postumamente
ices,sorvetes
holosuite,holosuite
rehan,Rehan
stricter,mais rigoroso
pigments,pigmentos
deceptively,enganosamente
counterfeiter,falsificador
oldham,Oldham
dimas,dimas
ung,jovem
a-coming,vindo
soothsayer,adivinho
nooks,recantos
stringent,rigoroso
benedetto,Benedito
settee,sofá
svengali,Svengali
backache,dor lombar
maiko,maiko
la-di-da,la-di-da
lancers,lanceiros
warbles,gorjeios
chastise,castigar
handsy,prático
dookie,docinho
suhani,suhani
rs.100,rs.100
moolah,moolah
upshot,resultado
eco-friendly,ecológico
landmine,mina terrestre
supermassive,supermassivo
impetus,impulso
semyon,semyon
daemon,daemon
staffer,funcionário
vova,vova
ripened,amadurecido
roge,Rogério
thermodynamics,termodinâmica
retracing,refazendo
jinny,Jinny
perimortem,perimortem
chanted,cantou
ostia,óstios
critiques,críticas
heckling,questionando
blurring,desfoque
weighty,pesado
hemant,hemant
mcclain,McClain
pooled,agrupado
facsimile,fax
yuda,Yuda
monterrey,Monterrei
mclaughlin,Mclaughlin
equine,equino
geneviève,Geneviève
disapproving,desaprovando
kobol,kobol
dissension,dissensão
riffs,riffs
oyama,oyama
ruda,ruda
encroaching,invadindo
twyla,Twyla
oder,ou
highlighting,destacando
tenzin,tenzin
cobblers,sapateiros
goverment,governo
infeld,interior
katey,Katey
mendes,mendes
caked,endurecido
shamefully,vergonhosamente
searcher,pesquisador
earmarked,reservado
shimon,shimon
milestones,conquistas
meldrick,Meldrick
basins,bacias
counseled,aconselhado
nightdress,camisola
disinformation,desinformação
yamaha,yamaha
hom,cara
outsourcing,terceirização
polina,polina
brocade,brocado
arastoo,arastoo
minimise,minimizar
anda,você
vaca,férias
minster,ministro
bridey,noiva
teamsters,caminhoneiros
freefall,queda livre
abominations,abominações
tumblers,copos
magali,magali
saipan,saipan
ayers,Ayers
synagogues,sinagogas
truth-,verdade-
oakes,carvalhos
schrute,escriba
doctor-,doutor-
pranked,brincadeira
sculptors,escultores
paradoxes,paradoxos
scabies,sarna
ostend,ostende
radek,Radek
carm,Carmem
simmi,simmi
psoriasis,psoríase
wojtek,wojtek
hardheaded,teimoso
minkus,visons
loaner,emprestador
stiffness,rigidez
espenson,Espenson
tight-ass,rabo apertado
worldview,cosmovisão
motta,Motta
litigator,litigante
atelier,ateliê
re-examine,reexaminar
zandra,Zandra
grands,avós
achim,aquim
mired,atolado
parolee,liberdade condicional
heng,Heng
caron,caron
doctrines,doutrinas
edging,afiação
buckling,flambagem
janu,janeiro
irvin,irvin
recurrence,recorrência
pallets,paletes
counterterrorism,contraterrorismo
udder,úbere
ricco,Rico
novotny,novotny
leutnant,tenente
cadiz,Cádiz
undershirt,camiseta
hoarsely,roucamente
indio,índio
whiner,Chorão
misrepresented,deturpado
orchestras,orquestras
soaks,absorve
guzzling,bebendo
mikko,Mikko
biro,esferográfica
jammin,Jammin
inflating,inflar
zamora,zamora
demoralized,desmoralizado
dippy,idiota
pulverize,pulverizar
aphids,pulgões
banta,pequena
jasna,Jasna
cq,cq
larsan,larsan
myself-,eu mesmo-
grunkle,grunhido
cabrera,cabrera
gentlest,mais gentil
pra,pra
monami,meu amigo
lycra,lycra
coccyx,cóccix
jairo,jairo
boosts,aumenta
cheuk,cheuk
kimba,kimba
catskills,habilidades de gato
lhc,lhc
nonnatus,nonato
natal,natal
head-,cabeça-
comebacks,retornos
peeved,irritado
hallmarks,marcas registradas
kauai,Kauai
jackrabbit,coelho
tarun,tarun
softens,suaviza
someway,de alguma maneira
80th,80º
jareau,jareau
ui,interface do usuário
winstone,pedra de vitória
noriega,noriega
sarsaparilla,salsaparrilha
arora,arora
schnabel,Schnabel
ido,eu faço
setter,normatizador
kickass,arrebentar
cavaliere,cavaleiro
croats,croatas
bookshelves,estantes
groundless,infundado
gua,gua
leyden,Leyden
scrubber,purificador
janusz,janusz
tye,amarrar
rears,traseiras
fabiola,Fabíola
lompoc,Lompoc
once,uma vez
raincoats,capas de chuva
specialises,especializa-se
lumbering,pesado
perumal,perumal
phoebus,Febo
strang,estranho
ivor,marfim
lunged,investiu
graviton,gráviton
briefcases,pastas
3ah7f,3ah7f
blizzards,nevascas
boko,boko
minaj,Minaj
bridie,noiva
cadillacs,cadillacs
cruickshank,Cruickshank
give,dar
nakanishi,nakanishi
bacall,bacall
shruthi,Shruthi
freezers,congeladores
wakey-wakey,Acorda-acorda
diminutive,diminutivo
bl,bl
birdbrain,cérebro de passarinho
gregorian,gregoriano
betrayals,traições
pausing,pausando
kwanzaa,kwanza
analogue,análogo
unleashes,desencadeia
mabuse,mabuse
denote,denotar
hoo-ah,hoo-ah
pillaged,saqueado
self-confident,autoconfiante
devika,devika
bouillon,caldo
brasil,Brasil
hee-chul,hee-chul
truscott,Confissão
dollop,montão
gib,gib
retort,retorta
biodegradable,biodegradável
hardening,endurecimento
cis,cis
parachuted,pára-quedas
dickerson,Dickerson
toine,toine
repulsion,repulsão
much.,muito.
señores,senhores
reclining,reclinado
overstayed,ultrapassou o prazo
sketchbook,caderno de desenho
flik,sacudir
cobble,godo
tetch,tetch
langton,Langton
cybill,cibel
eun-ji,eun-ji
goda,Deus
genders,gêneros
banksy,bancário
avni,avni
fah,ah
frs,franco
roll,rolar
victimless,sem vítimas
excuse-me,com licença
fline,linha
remotest,mais remoto
handcrafted,feito à mão
32-year-old,32 anos
manette,manete
additives,aditivos
kaidu,Kaidu
arras,arras
dominik,dominique
bryony,Briônia
miguelito,miguelito
squinting,apertando os olhos
firs,abetos
pileup,acumular-se
pampers,mima
luffy,fofo
impale,empalar
soldering,de solda
pacer,marcapasso
springboard,trampolim
krispy,Crocante
narcs,narcóticos
robeson,robeson
viability,viabilidade
sambar,Sambar
well-versed,bem versado
seventeenth,décimo sétimo
winkie,piscadela
teetering,oscilando
snook,robalo
deepened,aprofundado
zag,zague
regenerating,regenerando
warfield,campo de guerra
achy,dolorido
hubcaps,calotas
gimbert,gimbert
baldie,careca
massoud,massoud
floren,floren
norbit,Norbit
ursus,urso
imposters,impostores
inorganic,inorgânico
erogenous,erógena
snored,roncou
unsustainable,insustentável
avast,avast
housemates,colegas de casa
bootie,botinha
pusan,pusan
santy,santo
sherpas,sherpas
sala,sala
battersea,Battersea
alak,alak
gallstones,cálculos biliares
milburn,milburn
omnipresent,onipresente
elgar,Elgar
nicolette,Nicolette
backto,de volta a
vladimirovich,Vladimirovich
yokoyama,Yokoyama
smarmy,bajulador
intensifying,intensificando
seacrest,mais marinho
misadventure,desventura
salient,proeminente
since,desde
jonjo,Jonjo
parsa,parsa
carbonara,carbonara
brainwaves,ondas cerebrais
honnold,Honnold
basia,basia
wmd,ADM
vassily,Vassílio
suffrage,sufrágio
mantrid,mantríde
exhibitionist,exibicionista
napster,napster
la-la-la-la-la,la-la-la-la-la
mountaineering,montanhismo
paradine,paradina
uly,julho
ruthlessness,crueldade
tweek,semana
preconceived,preconcebido
lightfoot,pé leve
corning,corning
foul-mouthed,desbocado
charing,carinhoso
parkour,Parkour
bedpans,comadres
pornographer,pornógrafo
fondled,acariciado
thoughtfully,pensativamente
fierro,fogo
ant-man,homem Formiga
paltrow,paltrow
eggheads,cabeças de ovo
bromide,brometo
baggies,saquinhos
39th,39º
linkage,ligação
reappears,reaparece
replaying,reproduzindo
wilfrid,Wilfrid
neetu,Neetu
fusing,fusão
garden-variety,variedade de jardim
hyun-ji,hyun-ji
lait,leite
chlorophyll,clorofila
tele,televisão
sauvage,selvagem
individualism,individualismo
brayden,Brayden
robbo,robo
flasher,pisca-pisca
imploded,implodiu
5-star,5 estrelas
ranbir,ranbir
zarek,Zarek
cassiopeia,cassiopéia
varner,Varner
ashish,cinza
portwenn,porto
klimt,Klimt
ah,ah
omelettes,omeletes
minimalist,minimalista
honeydew,melada
madhavan,madhavan
keppel,Keppel
surrealism,surrealismo
champollion,Champollion
metaphysics,metafísica
burak,burak
lock-in,aprisionamento
dowdy,deselegante
conferring,conferindo
ajin,ajin
koe,koe
bluish,azulado
bmx,bmx
taters,batatas fritas
dirtbags,sacos de lixo
alway,sempre
blithe,alegre
hairstyles,penteados
selleck,selleck
giordino,dia
bittoo,muito
wheaties,trigo
inari,Inari
eroding,erodindo
kirsch,kirsch
sahiba,sahiba
marquess,marquês
rigoletto,rigoletto
c.d.,cd.
sem,sem
honoré,homenageado
crozier,báculo
dessie,Dessie
noogie,noogie
twosome,casal
stonewalling,muro de pedra
spurious,espúrio
onyx,ônix
bru,mano
koalas,coalas
vonda,vonda
tumult,tumulto
dixieland,Dixielândia
tailings,rejeitos
darting,arremessando
wiry,rijo
subclavian,subclávia
belly-up,barriga para cima
dente,dente
darkies,escuros
cross-dressing,travesti
hollows,cavidades
conan-kun,conan-kun
absorbent,absorvente
checkups,exames
cuervo,cuervo
danko,Danko
detainment,detenção
lichen,líquen
moneylender,prestamista
ious,ioso
ass-hole,Idiota
bounded,limitado
nimbus,nimbo
treme,tremer
layne,Layne
satanist,satanista
aglow,aceso
dacha,dacha
m4,m4
gestation,gestação
nondescript,indefinido
balle,bola
bighorn,bighorn
sacs,sacos
starves,morre de fome
domicile,domicílio
four-eyed,quatro olhos
kido,garoto
anythin,qualquer coisa
stache,bigode
youd,você iria
straddle,atitude indecisa
trellis,treliça
kusanagi,kusanagi
gyul,gul
gobs,montes
houseguests,convidados
unsullied,imaculado
off.,desligado.
oto,oto
grégoire,Grégoire
melton,melton
asphyxia,asfixia
emphasise,enfatizar
tincture,tintura
capa,capa
high-maintenance,alta manutenção
front-runner,favorito
baumann,Baumann
belittled,menosprezado
cersei,Cersei
bandra,bandra
gruelling,cansativo
passé,ultrapassado
20-something,20 e poucos anos
snoot,bisbilhotar
newsworthy,interessante
watchdogs,assistir cachorros
up-and-up,para cima e acima
probert,Alberto
zezé,Zezé
rhymed,rimado
mn,homem
parochial,paroquial
maples,bordos
kettles,chaleiras
injectors,injetores
nri,nri
lucerne,luzerna
questionnaires,questionários
recitation,recitação
cry-baby,Chora bebê
álvaro,Álvaro
bloomberg,Bloomberg
addis,Adis
discus,disco
squiggly,ondulado
lewicki,lewicki
fidget,inquietação
safehouse,esconderijo
shuster,obturador
problema,problema
ulster,Ulster
spinoza,Espinosa
rondo,rondó
amassing,acumulando
gibb,gib
snot-nosed,nariz ranhoso
ranching,pecuária
yod,eu
flinching,vacilando
young-hoon,jovem-hoon
noirish,noir
pigskin,pele de porco
neath,abaixo
six-hour,seis horas
despairing,desesperado
yana,Yana
shrewsbury,Shrewsbury
keng,Keng
schmitt,Schmitt
speckled,salpicado
prideful,orgulhoso
seurat,seurat
shearing,tosquia
chernov,Tchernov
mosfilm,mosfilm
supermax,supermáx.
nightstick,cassetete
true-,verdadeiro-
argit,argumento
sevilla,sevilha
warblers,toutinegras
huron,Hurão
lnternet,Internet
sofi,Sofia
belden,belden
pujol,pujol
govt.,governo
woodlands,florestas
egoist,egoísta
flanked,flanqueado
gawk,ficar boquiaberto
matsushima,matsushima
onscreen,na tela
safeguarding,salvaguardando
hamm,presunto
congenial,agradável
bip,bip
patently,patentemente
doot,ponto
tsukamoto,Tsukamoto
g.g.,g.g.
heebie-jeebies,calafrios
slicer,fatiador
scrapings,raspagens
prendergast,prendergast
no-o-o,não-o-o
ons,nós
flinched,estremeceu
searchlight,holofote
condense,condensar
tinsley,Tinsley
derbyshire,derbyshire
taran,taran
poontang,poontang
transistors,transistores
duality,dualidade
all-inclusive,tudo incluído
spaceport,espaçoporto
blazers,blazers
secretion,secreção
whelp,filhote
deathtrap,armadilha mortal
debauched,debochado
toon,desenho animado
townshend,cidade
polytechnic,politécnico
archenemy,arqui-inimigo
prohibiting,proibindo
vinton,Vinton
plod,árduo
kojiro,kojiro
scathing,contundente
re-up,reabastecer
yolo,Yolo
woefully,lamentavelmente
menthe,menta
affable,afável
morell,morell
fullerton,fullerton
nen,não
oversleep,dormir demais
zandt,zandt
wads,maços
self-image,autoimagem
sommer,verão
dressy,elegante
out-of-date,desatualizado
evaporating,evaporando
palomares,palomares
flavio,Flávio
sakina,sakina
tso,isso
whatare,o que são
goodson,bom filho
jeffords,jeffords
manicures,manicure
cellmates,companheiros de cela
mab,mãe
prayin,rezando
kaminsky,Kaminsky
pissarro,pissarro
nicklas,Nicklas
vlog,vlog
suffocates,sufoca
dandridge,caspa
strapless,sem alças
kojirou,Kojirou
neighbourhoods,bairros
pixy,duende
tics,tiques
fscy115,fscy115
racehorses,cavalos de corrida
overshot,ultrapassado
disheveled,desgrenhado
tumbles,cai
barreling,embarrilando
jean-philippe,Jean Philippe
wasim,wasim
yang-sun,yang-sol
squelch,silenciar
impressionism,impressionismo
kazu,kazu
hahahaha,hahahaha
ard,ardo
prompter,prompter
time,tempo
boink,boink
gizzard,moela
mur,murmúrio
revisited,revisitado
holl,olá
chomps,mastiga
week-,semana-
card-carrying,porta-cartões
torrey,Torrey
broncos,broncos
neurotoxin,neurotoxina
ashwini,ashwini
stuckey,preso
six-figure,seis dígitos
milla,mila
hojo,hojo
lothar,Lothar
bex,bex
ofwhat,sobre o que
yugoslavian,Iugoslavo
one-two-three,um dois três
weems,weems
zarkon,Zarkon
person-,pessoa-
timepiece,relógio
tiers,níveis
neo-nazi,neonazista
trang,trang
groat,grão
lodi,lodi
water-,água-
grosvenor,grosvenor
heared,ouvido
yarmulke,quipá
beachhead,cabeceira da praia
xiaoyi,Xiao Yi
artworks,obras de arte
scheherazade,sherazade
azaleas,azáleas
interrogators,interrogadores
motherboard,placa-mãe
flim,flim
box-office,bilheteria
zoological,zoológico
lechery,luxúria
lamentable,lamentável
maksim,máximo
mariska,marisco
splattering,respingos
bayram,Bayram
babysat,babá
line-,linha-
deformities,deformidades
gallup,galope
arav,arav
tantalising,tentador
condenser,condensador
lindberg,Lindberg
delos,delos
belli,Belli
permanence,permanência
bratislava,Bratislava
threaded,rosqueado
wise-ass,espertinho
nyada,nyada
nagavalli,nagavalli
pattaya,pattaya
bismillah,Bismillah
o-2,o-2
arsene,arsênio
kinsella,coentro
uprisings,revoltas
snowplow,limpa-neve
crunched,triturado
scobie,scobie
southpaw,Canhoto
she-devil,ela-diabo
headpiece,capacete
subjugated,subjugado
renner,Renner
cosmological,cosmológico
crossfit,cross fit
dynasties,dinastias
20-foot,20 pés
hinduism,Hinduísmo
revenged,vingou
mo-kei,mo-kei
flitting,esvoaçante
wafting,flutuando
maarten,Maarten
outfield,campo externo
catalano,catalão
yulia,Júlia
artisanal,artesanal
fontainebleau,Fontainebleau
lavery,lavagem
morphing,transformando
north-south,norte Sul
beckoned,acenou
glick,deslizar
fagot,bicha
racoon,guaxinim
t.s.,t.s.
medicate,medicar
adhered,aderido
pigpen,chiqueiro
what.,o que.
humiliates,humilha
ume,ume
belphegor,Belfegor
shivas,shivás
seedling,plantinha
play-by-play,Jogo por jogo
joubert,jobert
bloop,erro
defne,definir
τhey,ei
usda,USDA
parishioner,paroquiano
dreadnought,couraçado
jarndyce,Jarndice
lucidity,lucidez
yaw,guinada
physiotherapy,fisioterapia
nothing,nada
pucci,pucci
okie,ok
fincher,tentilhão
congestive,congestivo
where`s,onde está
trajectories,trajetórias
